period_start,period_end,ticker,premium,premium_pct,underlying_ret_in_prev_period,current_return_for_underlying,pnl_dollar,pnl_pct,contribution_pct,stock_entry,stock_expiry,strike,payoff,atm_correction,carried,split_factor
2022-02-18,2022-03-18,AVGO,27.77,4.788,7.1,5.24,2.63,0.4535,0.015117,579.99,610.4,580.0,30.4,0.0,False,10
2022-02-18,2022-03-18,BAC,1.71,3.7206,3.2,-6.66,-1.71,-3.7206,-0.12402,45.96,42.9,46.0,0.0,0.02,False,1
2022-02-18,2022-03-18,BX,6.82,5.5062,13.2,-0.82,-6.82,-5.5062,-0.18354,123.86,122.85,125.0,0.0,0.57,False,1
2022-02-18,2022-03-18,COST,19.23,3.751,4.9,9.5,27.12,5.2909,0.176363,512.67,561.35,515.0,46.35,1.17,False,1
2022-02-18,2022-03-18,CVX,5.89,4.4146,4.9,21.22,20.84,15.6198,0.52066,133.42,161.73,135.0,26.73,0.79,False,1
2022-02-18,2022-03-18,DIS,3.87,2.5568,10.1,-7.31,-3.87,-2.5568,-0.085227,151.36,140.3,150.0,0.0,-0.68,False,1
2022-02-18,2022-03-18,GOOG,93.14,3.5695,0.1,4.85,32.86,1.2593,0.041977,2609.35,2736.0,2610.0,126.0,0.33,False,20
2022-02-18,2022-03-18,JNJ,5.02,3.073,0.2,7.03,4.82,2.9505,0.09835,163.36,174.84,165.0,9.84,0.82,False,1
2022-02-18,2022-03-18,JPM,2.63,1.7287,5.0,-7.91,-2.63,-1.7287,-0.057623,152.14,140.1,150.0,0.0,-1.07,False,1
2022-02-18,2022-03-18,KO,1.48,2.3665,4.3,-3.9,-1.48,-2.3665,-0.078883,62.54,60.1,62.5,0.0,-0.02,False,1
2022-02-18,2022-03-18,MA,13.12,3.5464,5.9,-5.37,-13.12,-3.5478,-0.11826,369.95,350.09,370.0,0.0,0.02,False,1
2022-02-18,2022-03-18,NFLX,17.8,4.5491,1.1,-2.73,-17.8,-4.5491,-0.151637,391.29,380.6,390.0,0.0,-0.65,False,10
2022-02-18,2022-03-18,NVDA,14.1,5.964,1.2,11.88,15.4,6.5138,0.217127,236.42,264.5,235.0,29.5,-0.71,False,10
2022-02-18,2022-03-18,UNH,16.6,3.5484,1.2,8.19,19.52,4.1737,0.139123,467.81,506.12,470.0,36.12,1.1,False,1
2022-02-18,2022-03-18,V,9.45,4.2436,10.3,-1.61,-9.45,-4.2458,-0.141527,222.69,219.11,225.0,0.0,1.15,False,1
2022-02-18,2022-03-18,WFC,1.48,2.6604,4.3,-7.57,-1.48,-2.6694,-0.08898,55.63,51.42,55.0,0.0,-0.32,False,1
2022-02-18,2022-03-18,XOM,2.89,3.7358,6.3,1.69,-1.72,-2.2234,-0.074113,77.36,78.67,77.5,1.17,0.07,False,1
2022-04-18,2022-05-13,ABBV,5.32,3.3384,10.6,-2.44,-5.32,-3.3384,-0.11128,159.36,155.47,160.0,0.0,0.32,False,1
2022-04-18,2022-05-13,AMZN,138.94,4.5469,0.1,-27.47,-138.94,-4.5469,-0.151563,3055.7,2216.21,3055.0,0.0,-0.35,False,1
2022-04-18,2022-05-13,AVGO,20.05,3.4186,1.1,-0.65,-20.05,-3.4186,-0.113953,586.5,582.67,585.0,0.0,-0.75,False,1
2022-04-18,2022-05-13,CMCSA,1.33,2.8382,0.5,-10.65,-1.33,-2.8382,-0.094607,46.86,41.87,47.0,0.0,0.07,False,1
2022-04-18,2022-05-13,COST,11.89,2.0425,13.5,-15.05,-11.89,-2.0425,-0.068083,582.12,494.53,580.0,0.0,-1.06,False,1
2022-04-18,2022-05-13,CVX,6.57,3.7783,30.3,-0.51,-6.57,-3.7754,-0.125847,173.89,173.01,175.0,0.0,0.56,False,1
2022-04-18,2022-05-13,IBM,4.69,3.7172,1.5,7.02,4.34,3.4438,0.114793,126.17,135.03,126.0,9.03,-0.08,False,1
2022-04-18,2022-05-13,JNJ,6.12,3.4448,8.8,0.24,-6.12,-3.4448,-0.114827,177.66,178.08,180.0,0.0,1.17,False,1
2022-04-18,2022-05-13,KO,0.83,1.288,3.0,2.36,1.13,1.7536,0.058453,64.44,65.96,64.0,1.96,-0.22,False,1
2022-04-18,2022-05-13,LLY,10.51,3.5172,24.3,0.19,-10.51,-3.5172,-0.11724,298.82,299.38,300.0,0.0,0.59,False,1
2022-04-18,2022-05-13,MRK,1.96,2.2772,12.7,7.26,4.36,5.0715,0.16905,86.07,92.32,86.0,6.32,-0.03,False,1
2022-04-18,2022-05-13,ORCL,1.97,2.5185,4.9,-10.88,-1.97,-2.5185,-0.08395,78.22,69.71,78.0,0.0,-0.11,False,1
2022-04-18,2022-05-13,PEP,3.34,1.9599,1.6,2.96,2.13,1.2499,0.041663,170.42,175.47,170.0,5.47,-0.21,False,1
2022-04-18,2022-05-13,TSLA,61.35,6.1088,17.2,-27.87,-61.35,-6.1093,-0.203643,1004.29,724.37,1005.0,0.0,0.35,False,1
2022-04-18,2022-05-13,UNH,15.58,2.9172,14.2,-8.4,-15.58,-2.9172,-0.09724,534.08,489.22,535.0,0.0,0.46,False,1
2022-04-18,2022-05-13,WMT,2.71,1.7385,13.0,-4.92,-2.71,-1.7385,-0.05795,155.88,148.21,155.0,0.0,-0.44,False,1
2022-04-18,2022-05-13,XOM,3.93,4.4382,14.5,2.71,-1.99,-2.2417,-0.074723,88.55,90.95,89.0,1.95,0.22,False,1
2022-05-16,2022-06-10,IBM,3.77,2.792,7.0,0.06,-3.65,-2.7068,-0.090227,135.03,135.11,135.0,0.11,-0.01,False,1
2022-05-16,2022-06-10,JNJ,6.04,3.3917,0.2,-4.08,-6.04,-3.3917,-0.113057,178.08,170.81,180.0,0.0,0.96,False,1
2022-05-16,2022-06-10,KO,1.53,2.3196,2.4,-7.0,-1.53,-2.3196,-0.07732,65.96,61.34,66.0,0.0,0.02,False,1
2022-05-16,2022-06-10,LLY,9.97,3.3302,0.2,-2.71,-9.97,-3.3302,-0.111007,299.38,291.28,300.0,0.0,0.31,False,1
2022-05-16,2022-06-10,MRK,2.04,2.2097,7.3,-7.93,-2.04,-2.2097,-0.073657,92.32,85.0,92.0,0.0,-0.16,False,1
2022-05-16,2022-06-10,PEP,3.96,2.2568,3.0,-8.96,-3.96,-2.2596,-0.07532,175.47,159.74,175.0,0.0,-0.24,False,1
2022-05-16,2022-06-10,XOM,3.43,3.7713,2.7,5.39,1.42,1.5668,0.052227,90.95,95.85,91.0,4.85,0.03,False,1
2022-06-13,2022-07-08,CRM,7.69,4.6317,1.2,5.02,1.68,1.0089,0.03363,166.03,174.36,165.0,9.36,-0.51,False,1
2022-06-13,2022-07-08,IBM,4.14,3.0642,0.1,4.36,1.86,1.373,0.045767,135.11,141.0,135.0,6.0,-0.06,False,1
2022-06-13,2022-07-08,INTU,21.21,5.8271,1.2,10.6,16.35,4.4933,0.149777,363.99,402.56,365.0,37.56,0.51,False,1
2022-06-13,2022-07-08,NOW,6.52,1.4806,1.7,11.36,43.89,9.9655,0.332183,440.37,490.4,440.0,50.4,-0.18,False,1
2022-06-13,2022-07-08,XOM,3.95,4.121,5.4,-10.65,-3.95,-4.1158,-0.137193,95.85,85.64,96.0,0.0,0.08,False,1
2022-07-11,2022-08-05,AAPL,5.82,4.0174,9.8,13.81,14.05,9.7018,0.323393,144.87,164.87,145.0,19.87,0.07,False,1
2022-07-11,2022-08-05,ABBV,7.19,4.6923,9.9,-8.41,-7.19,-4.689,-0.1563,153.23,140.34,155.0,0.0,0.89,False,1
2022-07-11,2022-08-05,ABT,3.66,3.3612,2.8,0.1,-3.66,-3.3566,-0.111887,108.89,109.0,109.0,0.0,0.06,False,1
2022-07-11,2022-08-05,ADBE,16.44,4.2795,3.4,13.06,32.9,8.5641,0.28547,384.16,434.34,385.0,49.34,0.42,False,1
2022-07-11,2022-08-05,AMZN,6.41,5.736,7.8,24.75,21.01,18.7964,0.626547,111.75,139.41,112.0,27.41,0.12,False,1
2022-07-11,2022-08-05,COST,14.94,2.9946,10.3,8.62,26.96,5.4039,0.18013,498.9,541.9,500.0,41.9,0.55,False,1
2022-07-11,2022-08-05,CRM,8.02,4.5997,5.0,8.83,6.73,3.8598,0.12866,174.36,189.75,175.0,14.75,0.32,False,1
2022-07-11,2022-08-05,GOOG,108.06,4.6369,9.0,1.39,-75.26,-3.2294,-0.107647,2330.45,2362.8,2330.0,32.8,-0.22,False,20
2022-07-11,2022-08-05,GOOGL,106.72,4.6129,8.7,1.4,-75.72,-3.2729,-0.109097,2313.53,2346.0,2315.0,31.0,0.74,False,20
2022-07-11,2022-08-05,HD,7.33,2.5594,1.1,8.93,19.64,6.856,0.228533,286.39,311.97,285.0,26.97,-0.7,False,1
2022-07-11,2022-08-05,IBM,4.82,3.4184,4.4,-5.95,-4.82,-3.4184,-0.113947,141.0,132.61,141.0,0.0,0.0,False,1
2022-07-11,2022-08-05,INTU,14.75,3.6641,10.6,15.95,52.01,12.9198,0.43066,402.56,466.76,400.0,66.76,-1.28,False,1
2022-07-11,2022-08-05,JNJ,5.22,2.9268,4.4,-4.57,-5.22,-2.9296,-0.097653,178.35,170.2,180.0,0.0,0.82,False,1
2022-07-11,2022-08-05,KO,1.73,2.7486,2.6,0.05,-1.73,-2.7487,-0.091623,62.94,62.97,63.0,0.0,0.03,False,1
2022-07-11,2022-08-05,LLY,11.46,3.4615,13.7,-8.63,-11.46,-3.463,-0.115433,331.07,302.5,330.0,0.0,-0.54,False,1
2022-07-11,2022-08-05,MA,13.75,4.2413,1.4,8.63,13.41,4.1349,0.13783,324.19,352.16,325.0,27.16,0.4,False,1
2022-07-11,2022-08-05,MRK,2.25,2.386,10.9,-6.16,-2.25,-2.386,-0.079533,94.3,88.49,94.0,0.0,-0.15,False,1
2022-07-11,2022-08-05,MSFT,10.09,3.8146,9.2,5.98,5.23,1.9754,0.065847,264.51,280.32,265.0,15.32,0.24,False,1
2022-07-11,2022-08-05,NFLX,12.58,7.0937,4.5,31.66,45.91,25.8881,0.862937,177.34,233.49,175.0,58.49,-1.17,False,1
2022-07-11,2022-08-05,NOW,31.65,6.4539,11.4,0.93,-26.7,-5.4445,-0.181483,490.4,494.95,490.0,4.95,-0.2,False,1
2022-07-11,2022-08-05,ORCL,2.37,3.3114,11.7,6.85,2.11,2.9412,0.09804,71.57,76.47,72.0,4.47,0.22,False,1
2022-07-11,2022-08-05,PEP,3.87,2.2702,6.7,1.98,-0.02,-0.0147,-0.00049,170.47,173.85,170.0,3.85,-0.24,False,1
2022-07-11,2022-08-05,PG,3.62,2.4788,5.7,-0.53,-3.35,-2.2939,-0.076463,146.04,145.27,145.0,0.27,-0.52,False,1
2022-07-11,2022-08-05,QCOM,6.73,5.0892,2.8,11.77,9.08,6.8663,0.228877,132.24,147.81,132.0,15.81,-0.12,False,1
2022-07-11,2022-08-05,TSLA,55.48,7.8916,8.6,23.93,110.79,15.7582,0.525273,703.03,871.27,705.0,166.27,0.98,False,1
2022-07-11,2022-08-05,UNH,13.3,2.5728,10.1,3.8,8.29,1.6046,0.053487,516.95,536.6,515.0,21.6,-0.98,False,1
2022-07-11,2022-08-05,V,7.37,3.5941,6.7,4.03,0.95,0.4633,0.015443,205.06,213.32,205.0,8.32,-0.03,False,1
2022-07-11,2022-08-05,WFC,2.08,5.2274,2.1,8.54,1.1,2.7771,0.09257,39.79,43.19,40.0,3.19,0.1,False,1
2022-07-11,2022-08-05,WMT,2.61,2.0805,5.1,1.72,0.0,0.004,0.000133,125.45,127.61,125.0,2.61,-0.22,False,1
2022-08-08,2022-09-02,AAPL,4.37,2.6506,13.8,-5.5,-4.37,-2.6475,-0.08825,164.87,155.81,165.0,0.0,0.07,False,1
2022-08-08,2022-09-02,ABT,2.4,2.2018,0.1,-5.96,-2.4,-2.2018,-0.073393,109.0,102.5,109.0,0.0,0.0,False,1
2022-08-08,2022-09-02,ADBE,13.43,3.092,13.1,-15.24,-13.43,-3.092,-0.103067,434.34,368.14,435.0,0.0,0.33,False,1
2022-08-08,2022-09-02,AMZN,4.79,3.4359,24.8,-8.54,-4.79,-3.4395,-0.11465,139.41,127.51,139.0,0.0,-0.21,False,1
2022-08-08,2022-09-02,AVGO,20.43,3.745,13.0,-8.31,-20.43,-3.7459,-0.124863,545.53,500.22,545.0,0.0,-0.27,False,1
2022-08-08,2022-09-02,BAC,0.65,1.9409,6.5,-0.18,-0.22,-0.6718,-0.022393,33.49,33.43,33.0,0.43,-0.25,False,1
2022-08-08,2022-09-02,BX,5.11,4.9752,7.9,-8.66,-5.11,-4.9703,-0.165677,102.71,93.82,103.0,0.0,0.15,False,1
2022-08-08,2022-09-02,COST,11.57,2.1351,8.6,-4.21,-11.57,-2.1351,-0.07117,541.9,519.11,540.0,0.0,-0.95,False,1
2022-08-08,2022-09-02,CRM,7.5,3.9526,8.8,-19.0,-7.5,-3.9499,-0.131663,189.75,153.69,190.0,0.0,0.12,False,1
2022-08-08,2022-09-02,DIS,4.46,4.0876,16.5,1.92,-2.27,-2.0759,-0.069197,109.11,111.2,109.0,2.2,-0.06,False,1
2022-08-08,2022-09-02,HD,9.36,3.0003,8.9,-6.43,-9.36,-3.0019,-0.100063,311.97,291.9,310.0,0.0,-0.99,False,1
2022-08-08,2022-09-02,INTU,19.85,4.2527,15.9,-10.01,-19.85,-4.2527,-0.141757,466.76,420.06,465.0,0.0,-0.88,False,1
2022-08-08,2022-09-02,JPM,2.69,2.3524,1.3,-0.56,-2.69,-2.3481,-0.07827,114.35,113.71,114.0,0.0,-0.17,False,1
2022-08-08,2022-09-02,KO,1.19,1.8898,0.0,-2.89,-1.19,-1.8977,-0.063257,62.97,61.15,63.0,0.0,0.01,False,1
2022-08-08,2022-09-02,MA,8.72,2.4761,8.6,-8.41,-8.72,-2.4761,-0.082537,352.16,322.56,350.0,0.0,-1.08,False,1
2022-08-08,2022-09-02,META,7.21,4.2349,4.5,-5.83,-7.21,-4.2379,-0.141263,170.25,160.32,170.0,0.0,-0.12,False,1
2022-08-08,2022-09-02,MSFT,6.96,2.4829,6.0,-8.65,-6.96,-2.4829,-0.082763,280.32,256.06,280.0,0.0,-0.16,False,1
2022-08-08,2022-09-02,NFLX,12.5,5.3535,31.7,-3.16,-12.5,-5.3557,-0.178523,233.49,226.11,235.0,0.0,0.75,False,1
2022-08-08,2022-09-02,NKE,3.75,3.2895,8.5,-7.25,-3.75,-3.2895,-0.10965,114.0,105.74,114.0,0.0,0.0,False,1
2022-08-08,2022-09-02,NOW,23.03,4.653,0.9,-12.21,-23.03,-4.653,-0.1551,494.95,434.5,495.0,0.0,0.03,False,5
2022-08-08,2022-09-02,NVDA,12.14,6.8229,17.4,-23.3,-12.14,-6.8201,-0.227337,177.93,136.47,180.0,0.0,1.04,False,1
2022-08-08,2022-09-02,ORCL,1.37,1.7916,6.8,-2.34,-1.37,-1.7981,-0.059937,76.47,74.68,76.0,0.0,-0.24,False,1
2022-08-08,2022-09-02,PEP,4.18,2.4044,2.0,-1.83,-4.18,-2.4072,-0.08024,173.85,170.66,175.0,0.0,0.57,False,1
2022-08-08,2022-09-02,QCOM,5.87,3.9713,11.8,-13.08,-5.87,-3.9679,-0.132263,147.81,128.48,148.0,0.0,0.1,False,1
2022-08-08,2022-09-02,TSLA,49.63,5.6963,23.9,-6.96,-49.63,-5.6963,-0.189877,871.27,810.63,870.0,0.0,-0.64,False,3
2022-08-08,2022-09-02,UNH,14.75,2.7488,3.8,-3.77,-14.75,-2.7488,-0.091627,536.6,516.35,535.0,0.0,-0.8,False,1
2022-08-08,2022-09-02,V,8.14,3.8159,4.0,-7.29,-8.14,-3.8159,-0.127197,213.32,197.76,215.0,0.0,0.84,False,1
2022-08-08,2022-09-02,WFC,1.05,2.4311,8.5,0.44,-0.66,-1.5397,-0.051323,43.19,43.38,43.0,0.38,-0.09,False,1
2022-08-08,2022-09-02,WMT,4.59,3.5969,1.7,4.22,0.4,0.3174,0.01058,127.61,133.0,128.0,5.0,0.19,False,1
2022-08-08,2022-09-02,XOM,3.48,3.9123,3.9,7.46,3.11,3.502,0.116733,88.95,95.59,89.0,6.59,0.03,False,1
2022-09-02,2022-09-30,CVX,5.82,3.687,2.9,-3.88,-5.82,-3.6902,-0.123007,157.85,151.73,157.5,0.0,-0.18,False,1
2022-09-02,2022-09-30,DIS,3.8,3.4173,1.9,-12.65,-3.8,-3.4173,-0.11391,111.2,97.13,111.0,0.0,-0.1,False,1
2022-09-02,2022-09-30,TMO,10.5,1.9317,1.2,-3.79,-10.5,-1.9308,-0.06436,543.55,522.93,540.0,0.0,-1.77,False,1
2022-09-02,2022-09-30,WFC,1.23,2.8354,0.4,-4.15,-1.23,-2.8354,-0.094513,43.38,41.58,43.0,0.0,-0.19,False,1
2022-09-02,2022-09-30,WMT,3.2,2.406,4.2,-0.35,-3.2,-2.406,-0.0802,133.0,132.53,133.0,0.0,0.0,False,1
2022-09-02,2022-09-30,XOM,4.51,4.7181,7.5,-3.84,-4.51,-4.7128,-0.157093,95.59,91.92,96.0,0.0,0.21,False,1
2022-10-03,2022-10-28,ABBV,6.84,4.9451,1.5,5.84,-0.44,-0.3181,-0.010603,138.32,146.4,140.0,6.4,0.84,False,1
2022-10-03,2022-10-28,JNJ,5.35,3.2782,0.3,6.6,3.62,2.2181,0.073937,163.2,173.97,165.0,8.97,0.9,False,1
2022-10-03,2022-10-28,LLY,10.37,3.225,6.7,12.61,31.72,9.8663,0.328877,321.55,362.09,320.0,42.09,-0.77,False,1
2022-10-03,2022-10-28,MRK,3.87,4.4203,1.5,15.59,9.32,10.6511,0.355037,87.55,101.2,88.0,13.2,0.22,False,1
2022-10-03,2022-10-28,NFLX,20.23,8.463,5.7,22.11,31.65,13.2405,0.44135,239.04,291.88,240.0,51.88,0.48,False,1
2022-10-31,2022-11-25,AAPL,4.43,2.889,7.6,-5.95,-4.43,-2.889,-0.0963,153.34,144.22,152.5,0.0,-0.42,False,1
2022-10-31,2022-11-25,ABBV,3.7,2.5273,5.8,8.22,8.73,5.9631,0.19877,146.4,158.43,146.0,12.43,-0.2,False,1
2022-10-31,2022-11-25,ADBE,13.0,4.0816,11.7,3.29,-4.03,-1.2653,-0.042177,318.5,328.97,320.0,8.97,0.75,False,1
2022-10-31,2022-11-25,AVGO,17.14,3.6459,2.9,11.08,35.07,7.4598,0.24866,470.12,522.21,470.0,52.21,-0.06,False,1
2022-10-31,2022-11-25,BAC,1.1,3.0522,15.9,2.28,-0.24,-0.6659,-0.022197,36.04,36.86,36.0,0.86,-0.02,False,1
2022-10-31,2022-11-25,BX,3.83,4.2023,5.4,-3.34,-3.83,-4.2023,-0.140077,91.14,88.1,91.0,0.0,-0.07,False,1
2022-10-31,2022-11-25,CMCSA,1.53,4.8204,3.6,12.13,2.06,6.4902,0.21634,31.74,35.59,32.0,3.59,0.13,False,1
2022-10-31,2022-11-25,COST,12.35,2.4626,5.0,5.87,18.57,3.7029,0.12343,501.5,530.92,500.0,30.92,-0.75,False,1
2022-10-31,2022-11-25,CRM,6.43,3.9547,9.9,-5.47,-6.43,-3.9517,-0.131723,162.59,153.69,162.5,0.0,-0.04,False,1
2022-10-31,2022-11-25,CVX,5.4,2.9851,19.2,-1.4,-5.4,-2.9851,-0.099503,180.9,178.36,180.0,0.0,-0.45,False,1
2022-10-31,2022-11-25,DIS,4.9,4.5992,9.7,-10.18,-4.9,-4.5992,-0.153307,106.54,95.69,107.0,0.0,0.23,False,1
2022-10-31,2022-11-25,HD,9.0,3.0392,4.4,7.7,14.92,5.0366,0.167887,296.13,318.92,295.0,23.92,-0.57,False,1
2022-10-31,2022-11-25,IBM,3.61,2.6105,13.8,5.71,4.57,3.3083,0.110277,138.29,146.18,138.0,8.18,-0.14,False,1
2022-10-31,2022-11-25,INTU,15.64,3.6585,7.7,-9.79,-15.64,-3.6585,-0.12195,427.5,385.64,425.0,0.0,-1.25,False,1
2022-10-31,2022-11-25,JNJ,4.76,2.7361,6.6,1.93,-2.43,-1.3997,-0.046657,173.97,177.33,175.0,2.33,0.51,False,1
2022-10-31,2022-11-25,JPM,3.21,2.55,16.8,6.73,5.14,4.0833,0.13611,125.88,134.35,126.0,8.35,0.06,False,1
2022-10-31,2022-11-25,KO,1.36,2.2723,5.6,4.76,1.34,2.2473,0.07491,59.85,62.7,60.0,2.7,0.08,False,1
2022-10-31,2022-11-25,LLY,10.96,3.0269,12.6,1.02,-5.19,-1.432,-0.047733,362.09,365.77,360.0,5.77,-1.04,False,1
2022-10-31,2022-11-25,MA,11.26,3.431,13.0,5.0,3.33,1.0147,0.033823,328.18,344.59,330.0,14.59,0.91,False,1
2022-10-31,2022-11-25,MRK,2.29,2.2628,15.6,7.16,5.16,5.0988,0.16996,101.2,108.45,101.0,7.45,-0.1,False,1
2022-10-31,2022-11-25,NFLX,12.56,4.3031,22.1,-3.67,-12.56,-4.3031,-0.143437,291.88,281.17,290.0,0.0,-0.94,False,1
2022-10-31,2022-11-25,NKE,3.41,3.6793,8.5,13.25,8.55,9.2253,0.30751,92.68,104.96,93.0,11.96,0.16,False,1
2022-10-31,2022-11-25,NOW,18.33,4.3566,7.4,-4.47,-18.33,-4.3566,-0.14522,420.74,401.93,420.0,0.0,-0.37,False,1
2022-10-31,2022-11-25,NVDA,9.02,6.683,7.9,17.26,14.25,10.5616,0.352053,134.97,158.27,135.0,23.27,0.02,False,1
2022-10-31,2022-11-25,ORCL,2.32,2.9717,23.8,4.25,1.07,1.377,0.0459,78.07,81.39,78.0,3.39,-0.03,False,1
2022-10-31,2022-11-25,PEP,1.93,1.0629,9.9,1.27,1.96,1.0794,0.03598,181.58,183.89,180.0,3.89,-0.79,False,1
2022-10-31,2022-11-25,PG,3.05,2.2648,4.8,8.86,8.56,6.3526,0.211753,134.67,146.6,135.0,11.6,0.17,False,1
2022-10-31,2022-11-25,QCOM,7.42,6.3063,0.4,1.6,-5.88,-4.9974,-0.16658,117.66,119.54,118.0,1.54,0.17,False,1
2022-10-31,2022-11-25,UNH,11.92,2.1472,7.7,-4.12,-11.92,-2.1481,-0.071603,555.15,532.27,555.0,0.0,-0.08,False,1
2022-10-31,2022-11-25,V,3.72,1.7957,14.0,1.98,2.54,1.2261,0.04087,207.16,211.26,205.0,6.26,-1.08,False,1
2022-10-31,2022-11-25,WFC,1.46,3.1746,10.6,2.15,-0.48,-1.0546,-0.035153,45.99,46.98,46.0,0.98,0.0,False,1
2022-10-31,2022-11-25,WMT,3.81,2.6769,7.4,7.85,7.7,5.4135,0.18045,142.33,153.51,142.0,11.51,-0.16,False,1
2022-10-31,2022-11-25,XOM,4.12,3.7181,20.6,-0.9,-4.12,-3.7136,-0.123787,110.81,109.81,111.0,0.0,0.1,False,1
2022-11-28,2022-12-23,ABBV,2.57,1.6222,8.2,2.95,3.04,1.9157,0.063857,158.43,163.1,157.5,5.6,-0.46,False,1
2022-11-28,2022-12-23,ABT,1.25,1.1861,6.5,2.65,1.94,1.836,0.0612,105.39,108.18,105.0,3.18,-0.19,False,1
2022-11-28,2022-12-23,ADBE,15.16,4.6083,3.3,2.88,-6.71,-2.0412,-0.06804,328.97,338.45,330.0,8.45,0.51,False,1
2022-11-28,2022-12-23,AVGO,16.92,3.2401,11.1,5.79,15.51,2.9691,0.09897,522.21,552.43,520.0,32.43,-1.11,False,1
2022-11-28,2022-12-23,BAC,1.22,3.3098,2.3,-11.91,-1.22,-3.3098,-0.110327,36.86,32.47,37.0,0.0,0.07,False,1
2022-11-28,2022-12-23,CMCSA,0.58,1.6297,12.1,-1.26,-0.45,-1.2504,-0.04168,35.59,35.14,35.0,0.14,-0.3,False,1
2022-11-28,2022-12-23,COST,15.14,2.8517,5.9,-12.86,-15.14,-2.8517,-0.095057,530.92,462.65,530.0,0.0,-0.46,False,1
2022-11-28,2022-12-23,GOOG,3.1,3.2208,1.7,-6.69,-3.1,-3.226,-0.107533,96.25,89.81,96.0,0.0,-0.12,False,1
2022-11-28,2022-12-23,GOOGL,3.18,3.3108,1.6,-7.1,-3.18,-3.316,-0.110533,96.05,89.23,96.0,0.0,-0.03,False,1
2022-11-28,2022-12-23,HD,11.39,3.5714,7.7,-0.06,-11.39,-3.5714,-0.119047,318.92,318.73,320.0,0.0,0.54,False,1
2022-11-28,2022-12-23,IBM,2.95,2.0181,5.7,-3.1,-2.95,-2.0181,-0.06727,146.18,141.65,146.0,0.0,-0.09,False,1
2022-11-28,2022-12-23,JNJ,0.68,0.3835,1.9,0.08,1.79,1.0122,0.03374,177.33,177.48,175.0,2.48,-1.17,False,1
2022-11-28,2022-12-23,JPM,3.02,2.2479,6.7,-2.29,-3.02,-2.2516,-0.075053,134.35,131.28,134.0,0.0,-0.18,False,1
2022-11-28,2022-12-23,KO,1.52,2.4242,4.8,1.79,-0.7,-1.1164,-0.037213,62.7,63.82,63.0,0.82,0.15,False,1
2022-11-28,2022-12-23,LLY,15.49,4.2349,1.0,0.58,-12.59,-3.4407,-0.11469,365.77,367.9,365.0,2.9,-0.38,False,1
2022-11-28,2022-12-23,MA,9.21,2.6727,5.0,-0.29,-9.21,-2.6713,-0.089043,344.59,343.6,345.0,0.0,0.21,False,1
2022-11-28,2022-12-23,META,5.13,4.7159,16.8,8.51,3.91,3.5944,0.119813,108.78,118.04,109.0,9.04,0.11,False,1
2022-11-28,2022-12-23,MRK,2.28,2.1024,7.2,3.14,1.58,1.4615,0.048717,108.45,111.86,108.0,3.86,-0.22,False,1
2022-11-28,2022-12-23,MSFT,5.82,2.4073,4.1,-1.25,-5.82,-2.4073,-0.080243,241.76,238.73,240.0,0.0,-0.88,False,1
2022-11-28,2022-12-23,NKE,5.52,5.2591,13.2,10.76,5.73,5.4592,0.181973,104.96,116.25,105.0,11.25,0.02,False,1
2022-11-28,2022-12-23,NVDA,7.62,4.8146,17.3,-3.92,-7.62,-4.8114,-0.16038,158.27,152.06,157.5,0.0,-0.38,False,1
2022-11-28,2022-12-23,ORCL,2.31,2.8382,4.3,-0.66,-2.31,-2.832,-0.0944,81.39,80.85,81.0,0.0,-0.19,False,1
2022-11-28,2022-12-23,PEP,4.63,2.5178,1.3,-0.89,-4.63,-2.5151,-0.083837,183.89,182.26,185.0,0.0,0.56,False,1
2022-11-28,2022-12-23,PG,2.93,1.9986,8.9,4.11,2.69,1.8349,0.061163,146.6,152.62,147.0,5.62,0.2,False,1
2022-11-28,2022-12-23,QCOM,5.64,4.7181,1.6,-7.28,-5.64,-4.7181,-0.15727,119.54,110.84,120.0,0.0,0.23,False,1
2022-11-28,2022-12-23,TMO,12.68,2.348,3.3,0.12,-12.0,-2.223,-0.0741,540.03,540.68,540.0,0.68,-0.02,False,1
2022-11-28,2022-12-23,V,4.67,2.2105,2.0,-2.57,-4.67,-2.2105,-0.073683,211.26,205.83,210.0,0.0,-0.63,False,1
2022-11-28,2022-12-23,WFC,1.28,2.7246,2.2,-12.77,-1.28,-2.7246,-0.09082,46.98,40.98,47.0,0.0,0.01,False,1
2022-11-28,2022-12-23,WMT,2.2,1.4331,7.9,-6.34,-2.2,-1.4299,-0.047663,153.51,143.77,152.5,0.0,-0.5,False,1
2022-12-23,2023-01-20,ABBV,3.7,2.2685,2.9,-8.92,-3.7,-2.2685,-0.075617,163.1,148.55,162.5,0.0,-0.3,False,1
2022-12-23,2023-01-20,ABT,2.68,2.4774,2.6,5.39,3.33,3.0782,0.102607,108.18,114.01,108.0,6.01,-0.09,False,1
2022-12-23,2023-01-20,ADBE,11.98,3.5397,2.9,7.84,15.5,4.5782,0.152607,338.45,364.98,337.5,27.48,-0.48,False,1
2022-12-23,2023-01-20,AVGO,14.58,2.6392,5.8,5.29,17.04,3.0855,0.10285,552.43,581.63,550.0,31.63,-1.22,False,1
2022-12-23,2023-01-20,JNJ,2.8,1.5776,0.1,-5.17,-2.8,-1.5776,-0.052587,177.48,168.31,177.5,0.0,0.01,False,1
